"dataName"	"Sequence.ID"	"AA.JUNCTION"	"V1"	"freq_cluster_id"
"re0"	62	"JJJJGJJJJJJJJJJGJIJJ"	"lei"	1
"re0"	63	"JJJJJJJJJHJHJJJHJJJJ"	"money"	1
"re0"	64	"JJJJJIIJJIJJJJJJJGJJ"	"bop"	1
"re0"	65	"JJJJIJJJJJJJJJDJJJIJ"	"jobs"	1
"re0"	66	"JJJJHJGJJJJJJJJJJJJI"	"bop"	1
"re0"	67	"JJJJJJJJJJJIJJCJJJJJ"	"trade"	1
"re0"	68	"JFJJIJJJJJJJJJJJJJJJ"	"jobs"	1
"re0"	69	"JJJJJJJJJJJJJJJFJJJJ"	"reserves"	1
"re0"	70	"JJJJJJJJJJJJJJJJJJGG"	"bop"	1
"re0"	71	"IJJJJJJJJJJJJJCJJJJJ"	"interest"	1
"re0"	72	"JJIJJJJJJJIJJJJJJJHJ"	"interest"	1
"re0"	73	"JJIJJJJJJJIJJJJJJJJJ"	"money"	1
"re0"	74	"JJJJJHJJGJIJJJJJJJJI"	"money"	1
"re0"	75	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	76	"JJIJJJJJJIIJIJJJIIJJ"	"trade"	1
"re0"	77	"IJJIJJJJJJJJIJGJJJJJ"	"trade"	1
"re0"	78	"JJJIJJJEJJJJJHJJJJJJ"	"interest"	1
"re0"	79	"JJIJJJJJJJJJJJJJDJJJ"	"cpi"	1
"re0"	80	"JJJJJJJJJJJJJJJBJJJJ"	"reserves"	1
"re0"	81	"JJJJJHJJJIJJJJJJJJGJ"	"money"	1
"re0"	82	"JJJJJJJJJJJJJJJFJJFJ"	"interest"	1
"re0"	83	"JJHJJJJJJJJJJJJJDJJJ"	"money"	1
"re0"	84	"EJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	85	"CJJJJJJJJJJJJJJJJJJJ"	"jobs"	1
"re0"	86	"JJJJGJHJJJJJJJJJJJJI"	"lei"	1
"re0"	87	"JJJJJJJJJJJJJJJJJJIH"	"lei"	1
"re0"	88	"JJJJHJJJJIJJJJJFJJJJ"	"trade"	1
"re0"	89	"JHJJJIJJJJJGJIJJJJJJ"	"money"	1
"re0"	90	"EJJJJJJJJJJJJJIJJJJJ"	"money"	1
"re0"	91	"BJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	92	"JJJJJJJCJJJIJJJJJJJJ"	"lei"	1
"re0"	93	"JJJJHJJJJJJJJJJFJJJJ"	"housing"	1
"re0"	94	"JJJJIJJJJJJJJJJGJJIJ"	"housing"	1
"re0"	95	"JJJJIJJJJJJJJJJDJJJJ"	"jobs"	1
"re0"	96	"JJJJJJJJJJJJIJJEJJJJ"	"gnp"	1
"re0"	97	"JJJJIJJJJJJJJJJJJJJH"	"bop"	1
"re0"	98	"JJJJJJJJJJJJJJGJJJHJ"	"gnp"	1
"re0"	99	"JJJJJIJJJJJJJJJHJJJI"	"gnp"	1
"re0"	100	"JJJJGJJJJJJJJJJIJJJF"	"interest"	1
"re0"	101	"JJBJJJJJJJJJJJJJJJJJ"	"ipi"	1
"re0"	102	"JJJJGJJIJJJJJJJGJJJI"	"money"	1
"re0"	103	"JJJJJGIJJJJJJJJJJJJJ"	"bop"	1
"re0"	104	"JJJJHJJJJJJJJJDJJJJJ"	"gnp"	1
"re0"	105	"JJJJEJJJJJJJJJJIJJJI"	"money"	1
"re0"	106	"JJJJJJJJJJJJJJJJFJGJ"	"interest"	1
"re0"	107	"JIGJJJJJJJJJJJJJJJIJ"	"interest"	1
"re0"	108	"JJCJJJJJJJJJJJJJJJJJ"	"cpi"	1
"re0"	109	"JJJJJJJJJJJJJJJCJJJJ"	"money"	1
"re0"	110	"JJJJJJJJJIIJIJJIJJJI"	"ipi"	1
"re0"	111	"JJJJGJJJJJJJJJJHJJJJ"	"reserves"	1
"re0"	112	"JJJJJJJJJJJJJJGIJJGJ"	"trade"	1
"re0"	113	"JJJJJJJHJJJFJIJJJJJJ"	"trade"	1
"re0"	114	"JJJJJJJIJJJHJJJJJJJJ"	"trade"	1
"re0"	115	"JIJJJJJJJJJEJJJJJJJJ"	"trade"	1
"re0"	116	"JJJGIJJIJJJJJJJJJJJJ"	"trade"	1
"re0"	117	"JJJJJJHJJJJFJJJJJJJJ"	"gnp"	1
"re0"	118	"JJJJHJJJJIJJJJIJJJJF"	"money"	1
"re0"	119	"JJJJJJJJJJJJJJJJJJDJ"	"trade"	1
"re0"	120	"JIJJJJJEJJJJJJJJJJJJ"	"trade"	1
"re0"	121	"JJJIJJJJHJJFJJJJJJJJ"	"money"	1
"re0"	122	"JJJDJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	123	"JJJEJJJJJJIJJJJJJJJJ"	"money"	1
"re0"	124	"CJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	125	"JJJJJJHIJIJJJJJJIJJI"	"trade"	1
"re0"	126	"JHJIJJJJJJJIJJJJJJJJ"	"money"	1
"re0"	127	"JJCJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	128	"JHJJJIJJJJJJJJJJJHJI"	"cpi"	1
"re0"	129	"JJJJJIJJJJJJJJJEJJJI"	"interest"	1
"re0"	130	"JJJDJJJJJJJJJJJJJJIJ"	"money"	1
"re0"	131	"JJJCJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	132	"JJJJJJJIJJJJIGJJJJJJ"	"bop"	1
"re0"	133	"JJJJJJGJJJJJJJIJJJJH"	"trade"	1
"re0"	134	"JJJJJJJIJJJFJJIJJJJJ"	"trade"	1
"re0"	135	"JFJJJJJJJJJJJFJJJJJJ"	"trade"	1
"re0"	136	"JHJJJJJJJJJHJFJJJJJJ"	"cpi"	1
"re0"	137	"JJJJJJJJJJJJJJJEJJJH"	"interest"	1
"re0"	138	"JJIEJJJJJJJJJJJJJIJJ"	"reserves"	1
"re0"	139	"JJJJJJJJJJJIJJJHJJGI"	"trade"	1
"re0"	140	"JJJJJJJIJJJHJGJJJJJJ"	"money"	1
"re0"	141	"JJJJIIJIJJJHJJJJJJJJ"	"trade"	1
"re0"	142	"JIJIJJIIJJJJJGJJJJJJ"	"gnp"	1
"re0"	143	"JJJJJJJJIJJJJJJJJJJH"	"trade"	1
"re0"	144	"JJJJJJJIJJJJJIJJJJJH"	"trade"	1
"re0"	145	"JJJJJJJJJJJEJIJJJJJJ"	"reserves"	1
"re0"	146	"JJJJJJJJJJJJJJJGJJGJ"	"bop"	1
"re0"	147	"JJJJJJJJJJJJJJCIJJJJ"	"money"	1
"re0"	148	"JJJJJJJIJJHJJJJJJJGJ"	"money"	1
"re0"	149	"JJJJJJJJJJJIJJJFJJHJ"	"reserves"	1
"re0"	150	"IJJJJJJHJJJJJJIIJJJJ"	"money"	1
"re0"	151	"JJJJJIJHJJJJJJJJJGJJ"	"money"	1
"re0"	152	"BJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	153	"JJJJJJJJJJJJHJFJJJJJ"	"money"	1
"re0"	154	"JJJJJJJJJJJJJJJIGJII"	"reserves"	1
"re0"	155	"JJJJJJJHJJJJJJJJJJIJ"	"money"	1
"re0"	156	"DJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	157	"JJJJJJJJFJJJJJJJJHJJ"	"trade"	1
"re0"	158	"JFJJJJHJJJJJJJJJJJJJ"	"gnp"	1
"re0"	159	"JJJJJIHJJJJJJJJJIJJG"	"trade"	1
"re0"	160	"JJJJJJJJJJJJJJFJJJJJ"	"trade"	1
"re0"	161	"JIJIJJIIIJJJJJJJJJJJ"	"trade"	1
"re0"	162	"JJJJIJJJJJJJJJDJJJJJ"	"wpi"	1
"re0"	163	"JJJJJJJJJJJJJJJDJJJJ"	"money"	1
"re0"	164	"JJJJJJJJJJHJIJJJHJJJ"	"interest"	1
"re0"	165	"JJJJJJJJJJIJIJJJEJJJ"	"money"	1
"re0"	166	"DJJJJJJJJJIJJJJJJJJJ"	"money"	1
"re0"	167	"HJJJJJJJJJHJHJJJJJJJ"	"money"	1
"re0"	168	"JJJJJJJJJJIJJJJJIHJJ"	"interest"	1
"re0"	169	"JJJJJJJJJJGJJJJJJJJI"	"jobs"	1
"re0"	170	"JJJIJJJJJJJJJJJJJJFJ"	"money"	1
"re0"	171	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	172	"JJJIJHJIJJJHJIJJJJJJ"	"interest"	1
"re0"	173	"JJJJJJIJIJHJJJJJHJJI"	"reserves"	1
"re0"	174	"JJJJJJJJJJJJHJJJJJGJ"	"reserves"	1
"re0"	175	"JJJJJJJJJJJJGJJIJJHJ"	"interest"	1
"re0"	176	"JJDJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	177	"JJJJJIJJJJJIJJJIJIJJ"	"money"	1
"re0"	178	"JJIJJJJIJIJJJJJIJIIJ"	"money"	1
"re0"	179	"JJJJJGJJIJJJJJJJJIJI"	"gnp"	1
"re0"	180	"JJJJJJJJJJJJIJJJGJJH"	"interest"	1
"re0"	181	"JJJJJJJJJDIJJJJJJJJJ"	"retail"	1
"re0"	182	"JJJJEJJJJIJJJJJJJJJJ"	"gnp"	1
"re0"	183	"JJIJJHIJJJJJJIJJJJJI"	"money"	1
"re0"	184	"JJJJJGJJJJJJJJJIJHJJ"	"money"	1
"re0"	185	"JJIJJGJJJJJJJJJJJJJJ"	"trade"	1
"re0"	186	"JJJJJJHJJJJJJIJJJJJJ"	"trade"	1
"re0"	187	"JJJJJJHJJJJIJHIJJIJJ"	"money"	1
"re0"	188	"JJJJJIJGJJJJJJJJJHJJ"	"interest"	1
"re0"	189	"JJIJIJJIJJIJJJJJJJJJ"	"trade"	1
"re0"	190	"JJJJJJJHJJJJJFJJJJJJ"	"money"	1
"re0"	191	"JJJJJJJJJJJJJJJJJJGJ"	"money"	1
"re0"	192	"JJJJJJJJJGJJJIIJJJJJ"	"trade"	1
"re0"	193	"JJJJJIIJJJJJJGJJJJJJ"	"money"	1
"re0"	194	"JJJJJJJJJJJJJJJJJJGJ"	"money"	1
"re0"	195	"JJIJIJJJJJJJJJJJJJIJ"	"money"	1
"re0"	196	"JJJJJFJJJJJHJJJIJJJJ"	"money"	1
"re0"	197	"JJHJJJJJJJJJJJJJJJHJ"	"money"	1
"re0"	198	"JJHJJJJJJJJJJJJJJJIJ"	"money"	1
"re0"	199	"JJJJJJJJJJJJJJJJJJEJ"	"trade"	1
"re0"	200	"JJJJJJJGJJJJHJJJJJJJ"	"trade"	1
"re0"	201	"JJJGJIJIJJJIJIJJJJJJ"	"cpi"	1
"re0"	202	"JJJJJJJJJJJJJJJDJJJJ"	"retail"	1
"re0"	203	"JJJJDJJJJJJJJJJIJJIJ"	"trade"	1
"re0"	204	"JJJJJJJHHJJJJJIJJJJJ"	"money"	1
"re0"	205	"JJIJIJJJJHJJJJJJJJJH"	"cpi"	1
"re0"	206	"JJJJJJJJJJJJJJJBJJJJ"	"money"	1
"re0"	207	"DJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	208	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	209	"JJJJJJJJJJJJJJJJCJIJ"	"jobs"	1
"re0"	210	"JJJJEJJJJJJJJJJIJJJJ"	"trade"	1
"re0"	211	"JJJJJDJJJJJJJIJJJJJJ"	"trade"	1
"re0"	212	"JJJJJJJJJJJJJJIJJJJJ"	"money"	1
"re0"	213	"IJEJJJJJJJJJJJJJIJJI"	"trade"	1
"re0"	214	"JJJJJFJJJJJJJJIJJJJJ"	"money"	1
"re0"	215	"JJGJJJJJJJJJJJIJJJJJ"	"money"	1
"re0"	216	"JJDJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	217	"JJJJJJJJJJJJJJJJGJEJ"	"interest"	1
"re0"	218	"JJJIJJJJJHHJIJJJJJJJ"	"interest"	1
"re0"	219	"JJJJJJFJIJJJIJJJJJJI"	"interest"	1
"re0"	220	"JJJJJJJJJGHJJJJJJJJJ"	"money"	1
"re0"	221	"JJJJJJJJJJJJJJJJJJGJ"	"money"	1
"re0"	222	"JJJJJJJJJJJJJJJJJJAJ"	"jobs"	1
"re0"	223	"JJIIJJHJJJJJHJJJJJJJ"	"money"	1
"re0"	224	"JJJGJJJJJIJJJJJIJJIJ"	"gnp"	1
"re0"	225	"JJJJJJJJJJJJJJJIJJJG"	"money"	1
"re0"	226	"JJJJJJJJJJJJJJJJJJDJ"	"trade"	1
"re0"	227	"JHJJJJJJJJJFJJJJJJJJ"	"money"	1
"re0"	228	"JJIJJJJJJJJJJJJJJJGJ"	"money"	1
"re0"	229	"JJJJJJJJJJJJJJJJJJEJ"	"interest"	1
"re0"	230	"JJJJJJJJJCJJJJJJJJJJ"	"interest"	1
"re0"	231	"JJJJJJJJJJGJJJJJHJJJ"	"gnp"	1
"re0"	232	"JJJJJJEJJJJJJJJJIJJJ"	"interest"	1
"re0"	233	"IJJJJJJJJJJJHJJIJJHJ"	"interest"	1
"re0"	234	"JJJJJJIJJGIJJJJJIJJJ"	"trade"	1
"re0"	235	"JJJJJJJJJJJJJJDJJJJJ"	"ipi"	1
"re0"	236	"JJJJFJJJJJJJJJJFJJJJ"	"money"	1
"re0"	237	"JJJJJJJJJJJJJJJJJJDI"	"money"	1
"re0"	238	"JJJJJJJJJJJJJJJIJJGH"	"ipi"	1
"re0"	239	"JJJJGJJIJJJJJJJIJJJI"	"money"	1
"re0"	240	"JJJJJJJJJJJJJJJJDJIJ"	"money"	1
"re0"	241	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	242	"HJJJJIJJJJIJIJJJIJJJ"	"interest"	1
"re0"	243	"JJJJJJJJJJFJJJJJJJJJ"	"interest"	1
"re0"	244	"JJJJJJJJJIDJJJJJJJJJ"	"trade"	1
"re0"	245	"JJJJJIJJJJJJJJIJJIJF"	"interest"	1
"re0"	246	"JJJJJGJJJJJJJJJJHJJJ"	"gnp"	1
"re0"	247	"JJJJJJJJJJJJJJJJIJJE"	"money"	1
"re0"	248	"JJJJJEJIJJJJJJJJJJJH"	"interest"	1
"re0"	249	"JJJJJJJJJIEJJJJJJJJJ"	"money"	1
"re0"	250	"BJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	251	"JJJJJJJJJIJJJJJHJJIJ"	"money"	1
"re0"	252	"JJJJJJJJJHIJIJJJJJJJ"	"trade"	1
"re0"	253	"JJJJJIJJJJJJJJIJJIJE"	"money"	1
"re0"	254	"CJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	255	"IJJJJJJJJJGJIJJJJJJJ"	"money"	1
"re0"	256	"JJJJJJJJJJJJJJJGIJHJ"	"money"	1
"re0"	257	"JJJJJJJJJJIJJJJJEIJJ"	"trade"	1
"re0"	258	"JIJJJJJJJJJIJFJJJJJI"	"interest"	1
"re0"	259	"JJJJJJJJJJGJJJJJJJJJ"	"interest"	1
"re0"	260	"JJJJJJJJJJHJJJJJJJJH"	"interest"	1
"re0"	261	"JJJJJJJJJJCJJJJJJJJJ"	"interest"	1
"re0"	262	"IJJJJJJJJHEJJJJJJJJJ"	"housing"	1
"re0"	263	"JJJJJJJJJJJJJJJGJJHJ"	"interest"	1
"re0"	264	"JJJJJJJJJGGJJJJJJJJJ"	"money"	1
"re0"	265	"JJBJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	266	"JJJJJJJJJHEJJJJJJJJJ"	"interest"	1
"re0"	267	"IJJJJJJJJJCJJJJJJJJJ"	"interest"	1
"re0"	268	"JJJJJJJJJJCJJJJJJJJJ"	"interest"	1
"re0"	269	"JJJJJJJJJJCJJJJJJJJJ"	"interest"	1
"re0"	270	"JJJJJJJJJJJIJJJHJJJJ"	"money"	1
"re0"	271	"JJJJJJJJJGFJJJJJJJJJ"	"money"	1
"re0"	272	"JJGJJJJJJJIJJJJJJJJJ"	"interest"	1
"re0"	273	"JJCJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	274	"JJJIJJJJIJHJJJJJJJJJ"	"trade"	1
"re0"	275	"JHJJJJJJJJJGJJJJJJJJ"	"interest"	1
"re0"	276	"JJJJJJJJJIEJJJJJJJJJ"	"money"	1
"re0"	277	"JJJJJJJJCJJJJJJJJJJJ"	"gnp"	1
"re0"	278	"JJIJJIJJJJJJJJJJJJJF"	"bop"	1
"re0"	279	"JJJJJJJJJJJJJJGIIJJJ"	"interest"	1
"re0"	280	"HJJJJJJJHJIJJJJJJJJJ"	"money"	1
"re0"	281	"JJJIJJJJJJJIJHJJJJJJ"	"interest"	1
"re0"	282	"JJJIJJJJJGIJJJJJJJJJ"	"money"	1
"re0"	283	"JJJJJIIJFJJJJJJJJJJJ"	"trade"	1
"re0"	284	"JJJJJJIJJJJJJJIJJHJH"	"money"	1
"re0"	285	"JJJJJJJJJJJJJJJJJJEJ"	"gnp"	1
"re0"	286	"JJJJJJFJIJJJJJJJJJJG"	"gnp"	1
"re0"	287	"JJJJJHIHJJJJIJJJJJJH"	"interest"	1
"re0"	288	"JJJJJJJJJJDJJJJHJJJJ"	"interest"	1
"re0"	289	"HIJJJJJJJJJJJJJIJJJJ"	"interest"	1
"re0"	290	"IJJJJJJJIJJJJJJHJJHJ"	"gnp"	1
"re0"	291	"JJJJJJFJIJJJJJJJJJJH"	"money"	1
"re0"	292	"JJIJJJJJJJJJJJIJJIJJ"	"money"	1
"re0"	293	"JJIJJHJJJJJJJJJJJHJJ"	"money"	1
"re0"	294	"JJJJJDJJJJJJJJJJJIJJ"	"money"	1
"re0"	295	"IJIJJJIJJIHJJJJJJJJJ"	"trade"	1
"re0"	296	"JJJGJJJHJJJJJJJJJJJI"	"money"	1
"re0"	297	"JJJJJJJJJJJJJJJJIIHJ"	"trade"	1
"re0"	298	"JFJJJJJJJHJIJJJJJJJJ"	"interest"	1
"re0"	299	"IIIIJIJJJJJJJJJJIJJJ"	"interest"	1
"re0"	300	"JJJJJIGJJIJJJJJJJIJJ"	"money"	1
"re0"	301	"JJJJJJJJDJJJJJJJJJJJ"	"jobs"	1
"re0"	302	"JJJJJJIJJJJJJJJJJHJH"	"money"	1
"re0"	303	"BJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	304	"JJJJJJJJIJJJHJJJJHIJ"	"bop"	1
"re0"	305	"JJJJJJJGIJJJJJJJJJJJ"	"interest"	1
"re0"	306	"JJJJJJIJHIJJJJJJHJJJ"	"interest"	1
"re0"	307	"IIJJIIJJJJIJJJJJJJJJ"	"trade"	1
"re0"	308	"JJJJJIJJJJJEJJIJJJJJ"	"money"	1
"re0"	309	"JJGJJJJJJJJJJJJJFJIJ"	"jobs"	1
"re0"	310	"JIJJIJIJJJJJJJJIJIJH"	"money"	1
"re0"	311	"IJJJJJJJJJJJJJJJFJIJ"	"money"	1
"re0"	312	"JJJJJJJJDJJJJJJJJJJJ"	"interest"	1
"re0"	313	"JJJJJIGJJIJJJJJJJIJJ"	"lei"	1
"re0"	314	"JJJJJJJJJJJJJJJGJJJG"	"money"	1
"re0"	315	"JFJJJJIJJJJIJJJJJIJJ"	"money"	1
"re0"	316	"FJJJJJJJJHJJJJJJJJJJ"	"interest"	1
"re0"	317	"JJJJJJIJDJJJJJJJJJJJ"	"money"	1
"re0"	318	"JJJJJIJJJEJJJJJJJJJJ"	"interest"	1
"re0"	319	"JJJJJJJJFJIJJJJJJJJJ"	"bop"	1
"re0"	320	"JJJJJIJJJJJJJJDJJJJJ"	"interest"	1
"re0"	321	"JJJJJJJJFJIJJJJJJJIJ"	"trade"	1
"re0"	322	"JJJGJJJHJJJJJJJJJJJJ"	"money"	1
"re0"	323	"JJJJJJJJJJJJHJJJIJFJ"	"money"	1
"re0"	324	"DJJJJJJJJJJJJJJJJJJJ"	"trade"	1
"re0"	325	"JJJJJJIJGJJJJJIJJJJJ"	"bop"	1
"re0"	326	"JJJJIJJJJJJJJJGJJJJJ"	"money"	1
"re0"	327	"CJJJJJJJJJJJJJJJJJJJ"	"bop"	1
"re0"	328	"JJJJHJJIJJJJJJGIJJJJ"	"lei"	1
"re0"	329	"JJJJJJJJJIJJJJJIJJJJ"	"lei"	1
"re0"	330	"JJJJGJJJJJJJJJJGIJJJ"	"reserves"	1
"re0"	331	"JJJJJJJJJJJJJJJJEJIJ"	"money"	1
"re0"	332	"JJJJJJJJJJJJJJJHHJJJ"	"money"	1
"re0"	333	"JJJJJJJJJHJJJJJJJGJJ"	"trade"	1
"re0"	334	"JJJJJJJGJJJJJJJIJIJJ"	"money"	1
"re0"	335	"JJBJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	336	"JJJJJJJJJJEJJJJJJJJJ"	"housing"	1
"re0"	337	"JJJJJJJJJJJJJJJCJJJJ"	"jobs"	1
"re0"	338	"JJJJJJJJJJJJJJJEIJJJ"	"housing"	1
"re0"	339	"JJJJJJJJJJJJJJJCJJJJ"	"housing"	1
"re0"	340	"JJJJJJJJJJJJJJJCJJJJ"	"money"	1
"re0"	341	"JJFJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	342	"JJCJJJJJJJJJJJJJJJJJ"	"interest"	1
"re0"	343	"JJJJJJIJJHGJJJJJJJJJ"	"trade"	1
"re0"	344	"JJJJJJJFJJJIJIJJJJJJ"	"gnp"	1
"re0"	345	"JJJJJJJJJJJJIJJJJJJD"	"interest"	1
"re0"	346	"JJJJJJJJJJCJJJJJJJJJ"	"gnp"	1
"re0"	347	"JJJJJIJJJJJJJJJJJJJE"	"housing"	1
"re0"	348	"JJJJJJJJJJJJJJJGJJJI"	"trade"	1
"re0"	349	"JJJJJJJJJJJEJIJJJJJJ"	"money"	1
"re0"	350	"JJJJJJJJJJJJJJJJJJDJ"	"trade"	1
"re0"	351	"JJJJJJJJJJJEJIJJJJJJ"	"interest"	1
"re0"	352	"IJJJJJJJDJJJJJJJJJJJ"	"interest"	1
"re0"	353	"JJJJIJJJJDJJJJJJJJJJ"	"trade"	1
"re0"	354	"JJJJJJJJJJJCJJJJJJJJ"	"trade"	1
"re0"	355	"JJJGJJIJJJJJIIJJJJJJ"	"trade"	1
"re0"	356	"JHJJJJHJJJJJJJIJJJJJ"	"jobs"	1
"re0"	357	"JJJJJJJJJJJJJJJCJJJJ"	"money"	1
"re0"	358	"JJJJJCJJJJJJJJJJJJJJ"	"bop"	1
"re0"	359	"JJJJIJJJJJJJJJEJJJIJ"	"trade"	1
"re0"	360	"JJJJJJJEJJJJJJIJJJJJ"	"reserves"	1
"re0"	361	"JJJJJJJJJJJJJJJJIJHJ"	"bop"	1
"re0"	362	"JJJJJJJJIJJJIJGJJJIJ"	"gnp"	1
"re0"	363	"JJJJIJJJIJJJJJJJJJJG"	"trade"	1
"re0"	364	"JJJJJJJIJJJJJJIIJJGJ"	"money"	1
"re0"	365	"BJJJJJJJJJJJJJJJJJJJ"	"money"	1
"re0"	366	"EJJJJJJJJJIJJJJJJJJJ"	"jobs"	1
"re0"	367	"JJJJJJJJJJJJJJJDJJJJ"	"money"	1
"re0"	368	"JJJJJJJHIJJJJJJJJIJJ"	"reserves"	1
"re0"	369	"JJJJJJJJJJJJJJJJHJEJ"	"trade"	1
