"dataName"	"Sequence.ID"	"AA.JUNCTION"	"V1"	"freq_cluster_id"
"1"	"62"	"HJJJJJJJJJJJJJJJIJJJ"	"12"	"1"
"1"	"63"	"HJJJJJJJJJJJJJJJJHIJ"	"9"	"1"
"1"	"64"	"HJJJJJJJJJJJJJJJJJHJ"	"9"	"1"
"1"	"65"	"IIIIJIJJJJJJJJJJIJJJ"	"5"	"1"
"1"	"66"	"IIJJIIJJJJIJJJJJJJJJ"	"12"	"1"
"1"	"67"	"IIJJJIJJIJJJJJJJIIJJ"	"5"	"1"
"1"	"68"	"IIJJJJJJJJJJJJIJJHJJ"	"9"	"1"
"1"	"69"	"IJDJJJJJJJJJJJJJJJJJ"	"9"	"2"
"1"	"70"	"IJEJJJJJJJJJJJJJIJJI"	"12"	"1"
"1"	"71"	"IJFJJJJJJJIJJJJJJJJJ"	"12"	"1"
"1"	"72"	"IJFJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"73"	"IJHJIJJJJJJJJJJJJJGJ"	"9"	"1"
"1"	"74"	"IJHJJJJJJJIJJJJJJJJJ"	"9"	"1"
"1"	"75"	"IJHJJJJJJJJIJJJJJJJJ"	"9"	"1"
"1"	"76"	"IJHJJJJJJJJJJJIJJJJJ"	"5"	"1"
"1"	"77"	"IJHJJJJJJJJJJJJJJIIJ"	"3"	"1"
"1"	"78"	"IJIJJIJJJJJJJJJJJIJJ"	"9"	"1"
"1"	"79"	"IJIJJJIJJIHJJJJJJJJJ"	"12"	"1"
"1"	"80"	"IJIJJJJJJJJIJJJJJIIJ"	"9"	"1"
"1"	"81"	"IJIJJJJJJJJJJJJJEJJJ"	"6"	"1"
"1"	"82"	"IJIJJJJJJJJJJJJJEJJJ"	"12"	"1"
"1"	"83"	"IJIJJJJJJJJJJJJJJHIJ"	"12"	"1"
"1"	"84"	"IJJIJJJJJJGIJJJJJJJJ"	"12"	"1"
"1"	"85"	"IJJIJJJJJJJJIJGJJJJJ"	"12"	"1"
"1"	"86"	"IJJJJIJIJIJJJJJJJJJJ"	"5"	"1"
"1"	"87"	"IJJJJIJJHJJHJIJJJJJJ"	"12"	"1"
"1"	"88"	"IJJJJJHIJJJJJJJJJJIJ"	"12"	"1"
"1"	"89"	"IJJJJJJHJJJJJJIIJJJJ"	"9"	"1"
"1"	"90"	"IJJJJJJJDJJJJJJJJJJJ"	"5"	"1"
"1"	"91"	"IJJJJJJJHJIJJJJJIJJJ"	"9"	"1"
"1"	"92"	"IJJJJJJJIJJJJJJHJJHJ"	"3"	"1"
"1"	"93"	"IJJJJJJJJFJJJJHJJJJJ"	"10"	"1"
"1"	"94"	"IJJJJJJJJHEJJJJJJJJJ"	"4"	"1"
"1"	"95"	"IJJJJJJJJIIJJJJJJJJJ"	"2"	"1"
"1"	"96"	"IJJJJJJJJIJHJIJJJJJJ"	"12"	"1"
"1"	"97"	"IJJJJJJJJIJJJJIJIJJJ"	"5"	"1"
"1"	"98"	"IJJJJJJJJIJJJJIJJJJF"	"9"	"1"
"1"	"99"	"IJJJJJJJJJCJJJJJJJJJ"	"5"	"1"
"1"	"100"	"IJJJJJJJJJEJJJJJJJJJ"	"9"	"1"
"1"	"101"	"IJJJJJJJJJFJJJJJJJIJ"	"9"	"1"
"1"	"102"	"IJJJJJJJJJGJIJJJJJJJ"	"9"	"1"
"1"	"103"	"IJJJJJJJJJGJJIJJJJJJ"	"5"	"1"
"1"	"104"	"IJJJJJJJJJGJJJJJHIJJ"	"5"	"1"
"1"	"105"	"IJJJJJJJJJGJJJJJJJJJ"	"5"	"1"
"1"	"106"	"IJJJJJJJJJHJIJJJIJJJ"	"3"	"1"
"1"	"107"	"IJJJJJJJJJHJJJJJGJJJ"	"5"	"1"
"1"	"108"	"IJJJJJJJJJHJJJJJHJJJ"	"9"	"1"
"1"	"109"	"IJJJJJJJJJHJJJJJJJJJ"	"5"	"1"
"1"	"110"	"IJJJJJJJJJIJIJJJJHJJ"	"12"	"1"
"1"	"111"	"IJJJJJJJJJJJHJJIJJHJ"	"5"	"1"
"1"	"112"	"IJJJJJJJJJJJJJCJJJJJ"	"5"	"1"
"1"	"113"	"IJJJJJJJJJJJJJDJJJJJ"	"9"	"1"
"1"	"114"	"IJJJJJJJJJJJJJHJJJIJ"	"3"	"1"
"1"	"115"	"IJJJJJJJJJJJJJIJFJIJ"	"9"	"1"
"1"	"116"	"IJJJJJJJJJJJJJJHJJJJ"	"3"	"1"
"1"	"117"	"IJJJJJJJJJJJJJJIJJJJ"	"9"	"1"
"1"	"118"	"IJJJJJJJJJJJJJJIJJJJ"	"12"	"1"
"1"	"119"	"IJJJJJJJJJJJJJJJDJJJ"	"7"	"1"
"1"	"120"	"IJJJJJJJJJJJJJJJEIIJ"	"9"	"1"
"1"	"121"	"IJJJJJJJJJJJJJJJFJIJ"	"9"	"1"
"1"	"122"	"IJJJJJJJJJJJJJJJGJJJ"	"9"	"1"
"1"	"123"	"IJJJJJJJJJJJJJJJJEJJ"	"12"	"1"
"1"	"124"	"IJJJJJJJJJJJJJJJJGJJ"	"9"	"1"
"1"	"125"	"IJJJJJJJJJJJJJJJJJJI"	"1"	"1"
"1"	"126"	"IJJJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"127"	"IJJJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"128"	"JAJJJJJJJJJJJJJJJJJJ"	"9"	"2"
"1"	"129"	"JAJJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"130"	"JBJJJJJJJJJIJJJJJJJJ"	"6"	"1"
"1"	"131"	"JBJJJJJJJJJJJJJJJJJJ"	"9"	"2"
"1"	"132"	"JBJJJJJJJJJJJJJJJJJJ"	"12"	"2"
"1"	"133"	"JCJIJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"134"	"JCJJIJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"135"	"JCJJJJJJJJJIJJJJJJJJ"	"9"	"1"
"1"	"136"	"JCJJJJJJJJJIJJJJJJJJ"	"12"	"1"
"1"	"137"	"JCJJJJJJJJJJJIJJJJJJ"	"3"	"1"
"1"	"138"	"JCJJJJJJJJJJJIJJJJJJ"	"9"	"1"
"1"	"139"	"JCJJJJJJJJJJJJJJJJJJ"	"3"	"1"
"1"	"140"	"JCJJJJJJJJJJJJJJJJJJ"	"5"	"1"
"1"	"141"	"JCJJJJJJJJJJJJJJJJJJ"	"9"	"4"
"1"	"142"	"JCJJJJJJJJJJJJJJJJJJ"	"12"	"2"
"1"	"143"	"JDJIJJIJJJJJJJJJJJJJ"	"9"	"1"
"1"	"144"	"JDJIJJJJJJJJJJJJJJJJ"	"8"	"1"
"1"	"145"	"JDJIJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"146"	"JDJJJJIJJJJJJJJJJJJJ"	"3"	"1"
"1"	"147"	"JDJJJJJIJJJJJJJJJJJJ"	"12"	"1"
"1"	"148"	"JDJJJJJJJJJHJJJJJJJJ"	"6"	"1"
"1"	"149"	"JDJJJJJJJJJHJJJJJJJJ"	"12"	"1"
"1"	"150"	"JDJJJJJJJJJJIJJJJJJJ"	"12"	"1"
"1"	"151"	"JDJJJJJJJJJJJIJJJJJJ"	"9"	"2"
"1"	"152"	"JDJJJJJJJJJJJIJJJJJJ"	"10"	"1"
"1"	"153"	"JDJJJJJJJJJJJIJJJJJJ"	"12"	"1"
"1"	"154"	"JDJJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"155"	"JDJJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"156"	"JEJJIJIJJJJJJJJJJJJJ"	"9"	"1"
"1"	"157"	"JEJJJJJHJJJJJJJJJJJJ"	"6"	"1"
"1"	"158"	"JEJJJJJJJHJJJJJJJJJJ"	"9"	"1"
"1"	"159"	"JEJJJJJJJJJJJIJJJIJJ"	"9"	"1"
"1"	"160"	"JEJJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"161"	"JFJIJJJJJJJJIJJJJJJJ"	"5"	"1"
"1"	"162"	"JFJJIJJJJJJJJJJJJJJJ"	"7"	"1"
"1"	"163"	"JFJJJJHJJJJJJJJJJJJJ"	"3"	"1"
"1"	"164"	"JFJJJJIIJJJJJIJJJJJJ"	"9"	"1"
"1"	"165"	"JFJJJJIJJJJIJJJJJIJJ"	"9"	"1"
"1"	"166"	"JFJJJJJJJHJIJJJJJJJJ"	"5"	"1"
"1"	"167"	"JFJJJJJJJHJJJHJJJJJJ"	"12"	"1"
"1"	"168"	"JFJJJJJJJJJEJJJJJJJJ"	"12"	"1"
"1"	"169"	"JFJJJJJJJJJGJJJJJJJJ"	"5"	"1"
"1"	"170"	"JFJJJJJJJJJGJJJJJJJJ"	"8"	"1"
"1"	"171"	"JFJJJJJJJJJJJFJJJJJJ"	"12"	"1"
"1"	"172"	"JFJJJJJJJJJJJGJJJJJJ"	"12"	"1"
"1"	"173"	"JFJJJJJJJJJJJJIJJIJJ"	"12"	"1"
"1"	"174"	"JGJJJJFJJJJJJJJJJJJJ"	"9"	"1"
"1"	"175"	"JGJJJJFJJJJJJJJJJJJJ"	"12"	"1"
"1"	"176"	"JGJJJJHJJJJIJIJJJJJJ"	"12"	"1"
"1"	"177"	"JGJJJJJFJJJJJIJJJJJJ"	"1"	"1"
"1"	"178"	"JGJJJJJGJJJJJHJJJJJJ"	"9"	"1"
"1"	"179"	"JGJJJJJGJJJJJIJJJJJJ"	"9"	"1"
"1"	"180"	"JGJJJJJIJJJJIHJJJJJJ"	"9"	"1"
"1"	"181"	"JGJJJJJJJIJIJHJJJJJJ"	"1"	"1"
"1"	"182"	"JGJJJJJJJIJJJFJJJJJJ"	"9"	"1"
"1"	"183"	"JGJJJJJJJJIJJJJJIJJJ"	"9"	"1"
"1"	"184"	"JGJJJJJJJJJEJJJJJJJJ"	"12"	"1"
"1"	"185"	"JGJJJJJJJJJIJIJJJJJJ"	"2"	"1"
"1"	"186"	"JGJJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"187"	"JHIJJGJJJJIJJJJJJJJJ"	"9"	"1"
"1"	"188"	"JHJIJJHIJJJJJJJJJJJJ"	"5"	"1"
"1"	"189"	"JHJIJJJJJJJIJJJJJJJJ"	"9"	"1"
"1"	"190"	"JHJJJEJJJJJJJJJJJJJJ"	"3"	"1"
"1"	"191"	"JHJJJFIJJJJJJJJJJJJJ"	"5"	"1"
"1"	"192"	"JHJJJGIJJJJJJJJJJIJJ"	"9"	"1"
"1"	"193"	"JHJJJGIJJJJJJJJJJJJJ"	"12"	"1"
"1"	"194"	"JHJJJHJJHJJJJJJJJJJJ"	"10"	"1"
"1"	"195"	"JHJJJIIJIJJJJIIJJJJJ"	"9"	"1"
"1"	"196"	"JHJJJIJJJJJGJIJJJJJJ"	"9"	"1"
"1"	"197"	"JHJJJIJJJJJJJJJJJFJJ"	"9"	"1"
"1"	"198"	"JHJJJIJJJJJJJJJJJHJI"	"2"	"1"
"1"	"199"	"JHJJJIJJJJJJJJJJJHJI"	"12"	"1"
"1"	"200"	"JHJJJJEJJJJJJJJJJJJJ"	"2"	"1"
"1"	"201"	"JHJJJJFJJJJIJJJJJJJJ"	"9"	"1"
"1"	"202"	"JHJJJJHJIJJJJJIJJJJJ"	"9"	"1"
"1"	"203"	"JHJJJJHJJJJJJJIJJJJJ"	"7"	"1"
"1"	"204"	"JHJJJJIJIJIJJIJJJJJJ"	"5"	"1"
"1"	"205"	"JHJJJJIJJJJHJJIJJJJJ"	"9"	"1"
"1"	"206"	"JHJJJJJGJJJJJJIJJJJJ"	"11"	"1"
"1"	"207"	"JHJJJJJIJJJJJGJJJJJJ"	"10"	"1"
"1"	"208"	"JHJJJJJIJJJJJHJJJJJJ"	"12"	"1"
"1"	"209"	"JHJJJJJJJIJEJJJJJJJJ"	"9"	"1"
"1"	"210"	"JHJJJJJJJJHJJJJJJJJJ"	"9"	"1"
"1"	"211"	"JHJJJJJJJJJEJJJJJJJJ"	"9"	"1"
"1"	"212"	"JHJJJJJJJJJFJJJJJJJJ"	"9"	"1"
"1"	"213"	"JHJJJJJJJJJGJJJJJJJJ"	"5"	"1"
"1"	"214"	"JHJJJJJJJJJHJFJJJJJJ"	"2"	"1"
"1"	"215"	"JHJJJJJJJJJJJEJJJJJJ"	"5"	"1"
"1"	"216"	"JHJJJJJJJJJJJFJJJJJJ"	"12"	"1"
"1"	"217"	"JHJJJJJJJJJJJIJJIJJJ"	"12"	"1"
"1"	"218"	"JHJJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"219"	"JHJJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"220"	"JIGJJJJJJJJJJJJJJJIJ"	"5"	"1"
"1"	"221"	"JIIJJIJJJJJJJJJJJJJI"	"12"	"1"
"1"	"222"	"JIJGJJJIJJJJJJJJJJJJ"	"12"	"1"
"1"	"223"	"JIJGJJJJJJHJJJJJJJJJ"	"12"	"1"
"1"	"224"	"JIJIJJIIIJJJJJJJJJJJ"	"12"	"1"
"1"	"225"	"JIJIJJIIJJJJJGJJJJJJ"	"3"	"1"
"1"	"226"	"JIJIJJJJJJJJJJIJIIJJ"	"9"	"1"
"1"	"227"	"JIJJGJIJJJJJJJJIJJJI"	"5"	"1"
"1"	"228"	"JIJJHJJJJJIJJJJJJJJI"	"12"	"1"
"1"	"229"	"JIJJHJJJJJJJJJJHJJJJ"	"6"	"1"
"1"	"230"	"JIJJIJIJJJJJJJJIJIJH"	"9"	"1"
"1"	"231"	"JIJJJDJJJJJJJJJJIJJJ"	"6"	"1"
"1"	"232"	"JIJJJEIJJJJJJJJJJJJJ"	"5"	"1"
"1"	"233"	"JIJJJFJJJIJJJJJJJJJJ"	"12"	"1"
"1"	"234"	"JIJJJFJJJJJIJJJJJJJI"	"5"	"1"
"1"	"235"	"JIJJJFJJJJJJJJJJJJJJ"	"5"	"1"
"1"	"236"	"JIJJJGJJJJJJJJJJIHJJ"	"12"	"1"
"1"	"237"	"JIJJJGJJJJJJJJJJJGJJ"	"3"	"1"
"1"	"238"	"JIJJJIIJJJJJJJJJJIJI"	"9"	"1"
"1"	"239"	"JIJJJIJJJJJJJJJJIFJJ"	"9"	"1"
"1"	"240"	"JIJJJJGJJJJJJGJJJJJJ"	"9"	"1"
"1"	"241"	"JIJJJJIGJJJJJIJJJJJJ"	"5"	"1"
"1"	"242"	"JIJJJJIIJJJGJJJJJJJJ"	"9"	"1"
"1"	"243"	"JIJJJJIIJJJHJIIJJJJJ"	"6"	"1"
"1"	"244"	"JIJJJJIJJIJIIIJJJJJJ"	"12"	"1"
"1"	"245"	"JIJJJJIJJJJFJIJJJJJJ"	"9"	"1"
"1"	"246"	"JIJJJJIJJJJGJJJJJJJJ"	"9"	"1"
"1"	"247"	"JIJJJJJEJJJJJJJJJJJJ"	"12"	"2"
"1"	"248"	"JIJJJJJFJJJJJJJJJJJJ"	"9"	"1"
"1"	"249"	"JIJJJJJGIJJIJJJJJJJJ"	"12"	"1"
"1"	"250"	"JIJJJJJGJJIJJJIJJJJJ"	"2"	"1"
"1"	"251"	"JIJJJJJHJJJJJGJJJJJJ"	"12"	"1"
"1"	"252"	"JIJJJJJJFJJJJJJJJJJI"	"12"	"1"
"1"	"253"	"JIJJJJJJJFJJJJJJJIJJ"	"12"	"1"
"1"	"254"	"JIJJJJJJJIJIJJJJJJJJ"	"5"	"1"
"1"	"255"	"JIJJJJJJJIJJJJJJJHJJ"	"11"	"1"
"1"	"256"	"JIJJJJJJJJGJJJJJJJJI"	"6"	"1"
"1"	"257"	"JIJJJJJJJJGJJJJJJJJJ"	"3"	"1"
"1"	"258"	"JIJJJJJJJJIJJJJJJJJF"	"12"	"1"
"1"	"259"	"JIJJJJJJJJJCJJJJJJJJ"	"12"	"1"
"1"	"260"	"JIJJJJJJJJJEJJJJJJJJ"	"12"	"1"
"1"	"261"	"JIJJJJJJJJJFJHJJJJJJ"	"12"	"1"
"1"	"262"	"JIJJJJJJJJJIIJJJHJJJ"	"5"	"1"
"1"	"263"	"JIJJJJJJJJJIJEJJJJJJ"	"12"	"1"
"1"	"264"	"JIJJJJJJJJJIJFJJJJJI"	"5"	"1"
"1"	"265"	"JIJJJJJJJJJJJBJJJJJJ"	"3"	"1"
"1"	"266"	"JIJJJJJJJJJJJJJEJJJI"	"9"	"1"
"1"	"267"	"JIJJJJJJJJJJJJJFJJJJ"	"13"	"1"
"1"	"268"	"JIJJJJJJJJJJJJJGJJJI"	"3"	"1"
"1"	"269"	"JJBJJJJJJJJJJJJJJJIJ"	"9"	"1"
"1"	"270"	"JJBJJJJJJJJJJJJJJJJJ"	"5"	"2"
"1"	"271"	"JJBJJJJJJJJJJJJJJJJJ"	"6"	"1"
"1"	"272"	"JJBJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"273"	"JJBJJJJJJJJJJJJJJJJJ"	"11"	"1"
"1"	"274"	"JJCJJJJJJJJJJJJJIJJJ"	"9"	"1"
"1"	"275"	"JJCJJJJJJJJJJJJJJJJJ"	"2"	"2"
"1"	"276"	"JJCJJJJJJJJJJJJJJJJJ"	"3"	"1"
"1"	"277"	"JJCJJJJJJJJJJJJJJJJJ"	"4"	"2"
"1"	"278"	"JJCJJJJJJJJJJJJJJJJJ"	"5"	"2"
"1"	"279"	"JJCJJJJJJJJJJJJJJJJJ"	"6"	"1"
"1"	"280"	"JJCJJJJJJJJJJJJJJJJJ"	"7"	"1"
"1"	"281"	"JJCJJJJJJJJJJJJJJJJJ"	"9"	"5"
"1"	"282"	"JJCJJJJJJJJJJJJJJJJJ"	"10"	"2"
"1"	"283"	"JJCJJJJJJJJJJJJJJJJJ"	"12"	"6"
"1"	"284"	"JJDJJJJJJJJJJJJJJJIJ"	"9"	"1"
"1"	"285"	"JJDJJJJJJJJJJJJJJJJJ"	"2"	"1"
"1"	"286"	"JJDJJJJJJJJJJJJJJJJJ"	"3"	"2"
"1"	"287"	"JJDJJJJJJJJJJJJJJJJJ"	"6"	"1"
"1"	"288"	"JJDJJJJJJJJJJJJJJJJJ"	"9"	"4"
"1"	"289"	"JJDJJJJJJJJJJJJJJJJJ"	"12"	"1"
"1"	"290"	"JJEJJJJJJIJJJJJJJJJJ"	"9"	"1"
"1"	"291"	"JJFJJJJJJIJJJJJJJJJI"	"12"	"1"
"1"	"292"	"JJFJJJJJJJJJJJJJJJJJ"	"9"	"2"
"1"	"293"	"JJFJJJJJJJJJJJJJJJJJ"	"11"	"1"
"1"	"294"	"JJGIJJJJJJJJJJIJJJJJ"	"9"	"1"
"1"	"295"	"JJGIJJJJJJJJJJJJJJIJ"	"5"	"1"
"1"	"296"	"JJGJJJJJJJIJJJJJJJJJ"	"5"	"1"
"1"	"297"	"JJGJJJJJJJJIJJIJJJJJ"	"9"	"1"
"1"	"298"	"JJGJJJJJJJJJJIJJJJIJ"	"3"	"1"
"1"	"299"	"JJGJJJJJJJJJJJIJIJJJ"	"9"	"1"
"1"	"300"	"JJGJJJJJJJJJJJIJJJJJ"	"9"	"2"
"1"	"301"	"JJGJJJJJJJJJJJJJFJIJ"	"7"	"1"
"1"	"302"	"JJGJJJJJJJJJJJJJJJIJ"	"9"	"1"
"1"	"303"	"JJGJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"304"	"JJHIJHJJJIJJJJJJJJJI"	"9"	"1"
"1"	"305"	"JJHIJIJJJJJJJJIJJJJJ"	"5"	"1"
"1"	"306"	"JJHJJIJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"307"	"JJHJJJIIJJJJJIJJJJJH"	"5"	"1"
"1"	"308"	"JJHJJJJJJIHJJJJJJJJJ"	"9"	"1"
"1"	"309"	"JJHJJJJJJJHJJJJJJJJJ"	"9"	"1"
"1"	"310"	"JJHJJJJJJJIJJJJJIJJH"	"9"	"1"
"1"	"311"	"JJHJJJJJJJIJJJJJJJIJ"	"9"	"1"
"1"	"312"	"JJHJJJJJJJJJJIIJJJIJ"	"5"	"1"
"1"	"313"	"JJHJJJJJJJJJJJJJDJJJ"	"9"	"1"
"1"	"314"	"JJHJJJJJJJJJJJJJEJIJ"	"9"	"1"
"1"	"315"	"JJHJJJJJJJJJJJJJFJHJ"	"2"	"1"
"1"	"316"	"JJHJJJJJJJJJJJJJFJJJ"	"9"	"1"
"1"	"317"	"JJHJJJJJJJJJJJJJJDJJ"	"5"	"1"
"1"	"318"	"JJHJJJJJJJJJJJJJJJGJ"	"9"	"1"
"1"	"319"	"JJHJJJJJJJJJJJJJJJHJ"	"9"	"1"
"1"	"320"	"JJHJJJJJJJJJJJJJJJIJ"	"9"	"1"
"1"	"321"	"JJHJJJJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"322"	"JJIEJJJJJJJJJJJJJIJJ"	"10"	"1"
"1"	"323"	"JJIIJJHJJJJJHJJJJJJJ"	"9"	"1"
"1"	"324"	"JJIJIJJIJJIJJJJJJJJJ"	"12"	"1"
"1"	"325"	"JJIJIJJJJGJJJJJIJJJH"	"9"	"1"
"1"	"326"	"JJIJIJJJJHIJJJJJJJJH"	"9"	"1"
"1"	"327"	"JJIJIJJJJHJJJJJJJJJH"	"2"	"1"
"1"	"328"	"JJIJIJJJJJJJJJJJJJIJ"	"9"	"1"
"1"	"329"	"JJIJJEJJJJJJJJJJJIJJ"	"12"	"1"
"1"	"330"	"JJIJJGJJJJIJJJJJJJJJ"	"9"	"1"
"1"	"331"	"JJIJJGJJJJJHJJJJJJJJ"	"9"	"1"
"1"	"332"	"JJIJJGJJJJJJHJJJJJJJ"	"9"	"1"
"1"	"333"	"JJIJJGJJJJJJJJJJJIJJ"	"9"	"1"
"1"	"334"	"JJIJJGJJJJJJJJJJJJJJ"	"9"	"1"
"1"	"335"	"JJIJJGJJJJJJJJJJJJJJ"	"12"	"2"
"1"	"336"	"JJIJJHHIJJJJJJJJJJJJ"	"9"	"1"
"1"	"337"	"JJIJJHIJJJJJJIJJJJJI"	"9"	"1"
"1"	"338"	"JJIJJHJJJJIIJJJJJJJJ"	"5"	"1"
"1"	"339"	"JJIJJHJJJJJJJJJJJHJJ"	"9"	"1"
"1"	"340"	"JJIJJIJJJFJJJJJJJJJI"	"5"	"1"
"1"	"341"	"JJIJJIJJJJHIJJJJJJJJ"	"5"	"1"
"1"	"342"	"JJIJJIJJJJIJJJJJJJJI"	"12"	"1"
"1"	"343"	"JJIJJIJJJJJJJJJJJJJF"	"1"	"1"
"1"	"344"	"JJIJJJJIJIJJJJJIJIIJ"	"9"	"1"
"1"	"345"	"JJIJJJJIJJJJJJJIJJHJ"	"10"	"1"
"1"	"346"	"JJIJJJJJIFJJJJJJJJJJ"	"12"	"1"
"1"	"347"	"JJIJJJJJIJJJJJJJJHJJ"	"9"	"1"
"1"	"348"	"JJIJJJJJJEJJJJJJJIJJ"	"9"	"1"
